ID,START TIME,END TIME,AREA ID,AREA NAME,HOUSE ID,HOUSE NAME,TYPE
6540,2016-11-05 20:07:25.050307,2016-11-05 20:51:46.483000,5,Tres Palmas,378,2441 E Whitton Ave,HOUSE,
6477,2016-11-02 16:24:23.634860,2016-11-02 19:20:40.365000,11,Frier Homes/Westwind,557,1322 West Frier Drive,HOUSE,
6478,2016-11-02 16:24:31.621028,2016-11-02 19:20:40.365000,11,Frier Homes/Westwind,558,1314 West Frier Drive,HOUSE,
6458,2016-11-02 14:13:08.033764,2016-11-02 19:20:40.365000,11,Frier Homes/Westwind,,,MAIN,
6500,2016-11-02 21:23:40.277703,2016-11-02 22:09:03.943000,8,Ingram 1,476,1022 W Why Worry Ln,HOUSE,
6498,2016-11-02 21:04:44.602817,2016-11-02 22:13:36.930000,12,Holly Estates,583,710 West El Camino Drive,HOUSE,
6550,2016-11-05 22:08:45.054965,2016-11-05 23:55:34.519000,5,Tres Palmas,402,3509 N 25th St,HOUSE,
6501,2016-11-02 21:46:13.076444,2016-11-02 22:28:44.570000,8,Ingram 1,486,1130 W Townley Ave,HOUSE,
6496,2016-11-02 21:04:33.096766,2016-11-02 22:34:33.637000,12,Holly Estates,573,911 West Las Palmaritas Drive,HOUSE,
6538,2016-11-05 20:07:00.714478,2016-11-05 21:05:40.792000,5,Tres Palmas,399,3417 N 25th St,HOUSE,
6499,2016-11-02 21:05:46.515235,2016-11-02 23:05:25.845000,12,Holly Estates,584,701 West Las Palmaritas Drive,HOUSE,
6493,2016-11-02 21:04:09.641382,2016-11-02 23:06:08.391000,12,Holly Estates,576,1011 West Las Palmaritas Drive,HOUSE,
6531,2016-11-05 17:50:52.837088,2016-11-05 19:14:53.969000,5,Tres Palmas,393,2441 E Mitchell Dr,HOUSE,
6510,2016-11-02 23:55:15.244551,2016-11-03 01:15:13.077000,12,Holly Estates,578,912 West Las Palmaritas Drive,HOUSE,
6505,2016-11-02 22:28:12.188555,2016-11-02 23:17:01.546000,8,Ingram 1,485,1120 W Townley Ave,HOUSE,
6502,2016-11-02 21:46:17.062386,2016-11-02 23:17:04.363000,8,Ingram 1,484,8840 N 11th Ave,HOUSE,
6494,2016-11-02 21:04:12.655290,2016-11-02 23:22:59.218000,12,Holly Estates,577,1021 West Las Palmaritas Drive,HOUSE,
6541,2016-11-05 20:14:24.506011,2016-11-05 20:14:12.217000,5,Tres Palmas,395,2442 E Osborn Rd,HOUSE,
6497,2016-11-02 21:04:38.520817,2016-11-02 23:24:03.058000,12,Holly Estates,572,901 West Las Palmaritas Drive,HOUSE,
6513,2016-11-03 00:35:01.083975,2016-11-03 05:09:05.588000,8,Ingram 1,492,8748 N 11th Ave,HOUSE,
6512,2016-11-03 00:14:37.834409,2016-11-03 01:35:59.113000,8,Ingram 1,480,955 W Why Worry Ln,HOUSE,
6518,2016-11-03 01:15:28.579147,2016-11-03 02:25:06.192000,12,Holly Estates,570,Middle Part,HOUSE,
6517,2016-11-03 01:15:24.658288,2016-11-03 05:19:32.439000,12,Holly Estates,568,8207 North 11th Avenue,HOUSE,
6526,2016-11-03 04:22:57.967626,2016-11-03 05:19:32.439000,12,Holly Estates,571,Back Part,HOUSE,
6516,2016-11-03 01:15:22.533112,2016-11-03 02:30:06.826000,12,Holly Estates,569,8215 North 11th Avenue,HOUSE,
6492,2016-11-02 21:03:38.630123,2016-11-03 05:19:32.439000,12,Holly Estates,,,MAIN,
6520,2016-11-03 02:25:12.115382,2016-11-03 02:44:39.358000,12,Holly Estates,570,Middle Part,HOUSE,
6534,2016-11-05 17:51:02.361254,2016-11-05 19:40:16.682000,5,Tres Palmas,375,2517 E Whitton Ave,HOUSE,
6521,2016-11-03 02:44:48.165927,2016-11-03 02:51:16.783000,12,Holly Estates,570,Middle Part,HOUSE,
6524,2016-11-03 04:11:15.539117,2016-11-03 06:31:11.816000,8,Ingram 1,479,936 W Why Worry Ln,HOUSE,
6536,2016-11-05 19:18:07.523464,2016-11-05 20:06:34.726000,5,Tres Palmas,394,2449 E Mitchell Dr,HOUSE,
6527,2016-11-03 06:31:08.997526,2016-11-03 09:09:39.277000,8,Ingram 1,476,1022 W Why Worry Ln,HOUSE,
6528,2016-11-03 09:09:42.443728,2016-11-03 12:06:13.552000,8,Ingram 1,477,8633 N Why Worry Ln,HOUSE,
6466,2016-11-02 14:29:33.336465,2016-11-03 14:29:33.336465,8,Ingram 1,,,MAIN,
6542,2016-11-05 20:14:38.073608,2016-11-05 20:14:26.082000,5,Tres Palmas,389,2409 E Mitchell Dr,HOUSE,
6532,2016-11-05 17:50:55.096048,2016-11-05 20:06:53.777000,5,Tres Palmas,385,2442 E Mitchell Dr,HOUSE,
6533,2016-11-05 17:51:00.010547,2016-11-05 20:06:57.815000,5,Tres Palmas,384,2450 E Mitchell Dr,HOUSE,
6546,2016-11-05 20:56:23.066483,2016-11-06 00:03:12.303000,5,Tres Palmas,372,2514 E Whitton Ave,HOUSE,
6537,2016-11-05 19:40:41.662034,2016-11-05 22:10:00.470000,5,Tres Palmas,374,2525 E Whitton Ave,HOUSE,
6543,2016-11-05 20:14:52.273088,2016-11-05 20:14:40.365000,5,Tres Palmas,371,2522 E Whitton Ave,HOUSE,
6545,2016-11-05 20:52:18.508425,2016-11-05 21:32:52.751000,5,Tres Palmas,383,3518 N 25th St,HOUSE,
6552,2016-11-05 23:29:21.233198,2016-11-06 01:46:51.532000,5,Tres Palmas,398,3409 N 25th St,HOUSE,
6535,2016-11-05 17:51:06.855606,2016-11-05 20:56:30.190000,5,Tres Palmas,370,2536 E Whitton Ave,HOUSE,
6549,2016-11-05 21:32:59.386607,2016-11-05 23:30:57.848000,5,Tres Palmas,377,2449 E Whitton Ave,HOUSE,
6547,2016-11-05 21:05:31.616062,2016-11-05 22:17:29.821000,5,Tres Palmas,400,3425 N 25th St,HOUSE,
6554,2016-11-05 23:55:32.198346,2016-11-06 02:21:19.816000,5,Tres Palmas,376,2509 E Whitton Ave,HOUSE,
6551,2016-11-05 22:17:37.919979,2016-11-05 23:29:28.085000,5,Tres Palmas,392,2433 E Mitchell Dr,HOUSE,
6553,2016-11-05 23:55:21.201821,2016-11-06 02:21:16.086000,5,Tres Palmas,403,2501 E Whitton Ave,HOUSE,
6555,2016-11-05 23:59:19.055632,2016-11-06 02:35:29.877000,5,Tres Palmas,369,2549 E Clarendon Ave,HOUSE,
6556,2016-11-06 00:03:21.841348,2016-11-06 03:55:41.834000,5,Tres Palmas,372,2514 E Whitton Ave,HOUSE,
6548,2016-11-05 21:26:04.402858,2016-11-06 01:28:18.793000,5,Tres Palmas,401,3501 N 25th St,HOUSE,
6557,2016-11-06 01:46:49.871514,2016-11-06 02:55:30.991000,5,Tres Palmas,397,3401 N 25th St,HOUSE,
6558,2016-11-06 02:26:27.800288,2016-11-06 05:10:34.702000,5,Tres Palmas,381,2417 E Whitton Ave,HOUSE,
6560,2016-11-06 02:26:50.319032,2016-11-06 08:21:03.131000,5,Tres Palmas,382,2403 E Whitton Ave,HOUSE,
6561,2016-11-06 02:26:50.338960,2016-11-06 04:22:14.888000,5,Tres Palmas,388,2418 E Mitchell Dr,HOUSE,
6562,2016-11-06 02:55:25.361286,2016-11-06 04:50:43.637000,5,Tres Palmas,391,2425 E Mitchell Dr,HOUSE,
6564,2016-11-06 04:22:49.449583,2016-11-06 08:21:15.291000,5,Tres Palmas,387,2426 E Mitchell Dr,HOUSE,
6565,2016-11-06 04:50:41.963659,2016-11-06 08:21:23.703000,5,Tres Palmas,390,2417 E Mitchell Dr,HOUSE,
6634,2016-11-08 06:50:28.193270,2016-11-08 12:01:28.998000,2,Rancho Grande Landerwood,77,901 W Kaler Dr,HOUSE,
6590,2016-11-07 19:30:12.270561,2016-11-07 22:28:38.684000,2,Rancho Grande Landerwood,54,909 W Wagon Wheel Dr,HOUSE,
6563,2016-11-06 03:58:04.757811,2016-11-06 06:29:01.238000,5,Tres Palmas,373,2533 E Whitton Ave,HOUSE,
6631,2016-11-08 05:27:28.919318,2016-11-08 07:46:34.956000,2,Rancho Grande Landerwood,107,912 W Frier Dr,HOUSE,
6567,2016-11-06 05:10:47.429102,2016-11-06 08:21:50.244000,5,Tres Palmas,379,2433 E Whitton Ave,HOUSE,
6559,2016-11-06 02:26:32.204647,2016-11-06 08:22:00.037000,5,Tres Palmas,380,2423 E Whitton Ave,HOUSE,
6623,2016-11-08 03:06:51.351780,2016-11-08 03:06:58.522000,2,Rancho Grande Landerwood,131,806 W Wagon Wheel Dr,HOUSE,
6569,2016-11-06 08:22:11.728776,2016-11-06 09:14:48.724000,5,Tres Palmas,386,2434 E Mitchell Dr,HOUSE,
6599,2016-11-07 21:06:47.519892,2016-11-07 22:45:18.825000,2,Rancho Grande Landerwood,98,7636 N 9th Ave,HOUSE,
6568,2016-11-06 08:21:41.339595,2016-11-06 09:14:58.134000,5,Tres Palmas,396,2426 E Osborn Rd,HOUSE,
6570,2016-11-06 09:15:08.175403,2016-11-06 09:29:22.503000,5,Tres Palmas,373,2533 E Whitton Ave,HOUSE,
6677,2016-11-08 23:46:29.789863,2016-11-09 00:01:27.524000,2,Rancho Grande Landerwood,40,7529 N 8th Ave,HOUSE,
6635,2016-11-08 06:51:04.387333,2016-11-08 07:46:50.716000,2,Rancho Grande Landerwood,60,7545 N 8th Ave,HOUSE,
6596,2016-11-07 20:24:59.353964,2016-11-07 23:06:24.862000,2,Rancho Grande Landerwood,113,7701 N 11th Ave,HOUSE,
6613,2016-11-08 00:29:27.873214,2016-11-08 03:25:22.268000,2,Rancho Grande Landerwood,112,7717 N 11th Ave,HOUSE,
6598,2016-11-07 21:04:34.178274,2016-11-07 23:13:52.659000,2,Rancho Grande Landerwood,69,1018 W Wagon Wheel Dr,HOUSE,
6617,2016-11-08 01:30:07.860832,2016-11-08 04:01:43.150000,2,Rancho Grande Landerwood,94,7633 N 9th Ave,HOUSE,
6603,2016-11-07 22:43:40.632267,2016-11-07 23:53:52.425000,2,Rancho Grande Landerwood,87,7635 N 10th Ave,HOUSE,
6578,2016-11-07 16:06:16.416297,2016-11-07 18:24:09.273000,2,Rancho Grande Landerwood,52,1001 W Wagon Wheel Dr,HOUSE,
6649,2016-11-08 13:37:30.997116,2016-11-08 15:01:53.069000,2,Rancho Grande Landerwood,31,1017 W Vista Ave,HOUSE,
6574,2016-11-07 16:05:59.219993,2016-11-07 18:34:56.544000,2,Rancho Grande Landerwood,81,7619 N 11th Ave,HOUSE,
6580,2016-11-07 16:06:22.643298,2016-11-07 18:40:09.938000,2,Rancho Grande Landerwood,92,910 W Kaler Dr,HOUSE,
6632,2016-11-08 05:27:35.454896,2016-11-08 09:00:01.481000,2,Rancho Grande Landerwood,106,902 W Frier Dr,HOUSE,
6646,2016-11-08 12:03:02.260748,2016-11-08 12:04:53.556000,2,Rancho Grande Landerwood,79,719 W Kaler Dr,HOUSE,
6573,2016-11-07 16:05:56.431929,2016-11-07 18:43:29.440000,2,Rancho Grande Landerwood,83,7612 N 10th Ave,HOUSE,
6612,2016-11-08 00:29:23.440123,2016-11-08 04:07:23.003000,2,Rancho Grande Landerwood,109,1002 W Frier Dr,HOUSE,
6572,2016-11-07 16:05:52.571223,2016-11-07 18:44:10.764000,2,Rancho Grande Landerwood,82,1018 W Kaler Dr,HOUSE,
6606,2016-11-07 23:13:59.879669,2016-11-08 00:12:44.044000,2,Rancho Grande Landerwood,68,1002 W Wagon Wheel Dr,HOUSE,
6579,2016-11-07 16:06:19.679656,2016-11-07 18:50:53.745000,2,Rancho Grande Landerwood,53,917 W Wagon Wheel Dr,HOUSE,
6577,2016-11-07 16:06:13.673746,2016-11-07 19:13:37.318000,2,Rancho Grande Landerwood,51,1009 W Wagon Wheel Dr,HOUSE,
6581,2016-11-07 16:06:27.632971,2016-11-07 19:20:14.316000,2,Rancho Grande Landerwood,97,7630 N 9th Ave,HOUSE,
6602,2016-11-07 22:29:00.577004,2016-11-08 00:21:34.656000,2,Rancho Grande Landerwood,71,1009 W Kaler Dr,HOUSE,
6576,2016-11-07 16:06:07.842591,2016-11-07 19:23:29.596000,2,Rancho Grande Landerwood,50,1017 W Wagon Wheel Dr,HOUSE,
6582,2016-11-07 18:24:27.635466,2016-11-07 19:30:09.149000,2,Rancho Grande Landerwood,54,909 W Wagon Wheel Dr,HOUSE,
6628,2016-11-08 04:59:18.892223,2016-11-08 09:00:09.010000,2,Rancho Grande Landerwood,96,727 W Frier Dr,HOUSE,
6618,2016-11-08 01:30:11.649881,2016-11-08 04:59:27.453000,2,Rancho Grande Landerwood,93,716 W Kaler Dr,HOUSE,
6586,2016-11-07 18:45:07.016698,2016-11-07 19:43:22.745000,2,Rancho Grande Landerwood,84,7620 N 10th Ave,HOUSE,
6624,2016-11-08 03:07:09.208850,2016-11-08 04:59:45.648000,2,Rancho Grande Landerwood,63,814 W Wagon Wheel Dr,HOUSE,
6600,2016-11-07 22:09:02.565380,2016-11-08 00:29:11.545000,2,Rancho Grande Landerwood,110,1006 W Frier Dr,HOUSE,
6585,2016-11-07 18:41:32.620905,2016-11-07 20:08:10.086000,2,Rancho Grande Landerwood,90,932 W Kaler Dr,HOUSE,
6655,2016-11-08 15:26:25.144024,2016-11-08 16:07:22.970000,2,Rancho Grande Landerwood,114,7718 N 7th Ave,HOUSE,
6575,2016-11-07 16:06:04.964980,2016-11-07 20:11:37.218000,2,Rancho Grande Landerwood,70,1019 W Kaler Dr,HOUSE,
6638,2016-11-08 06:51:16.047322,2016-11-08 09:00:24.998000,2,Rancho Grande Landerwood,126,7540 N 7th Ave,HOUSE,
6587,2016-11-07 19:15:46.408566,2016-11-07 20:15:51.003000,2,Rancho Grande Landerwood,55,901 W Wagon Wheel Dr,HOUSE,
6583,2016-11-07 18:34:51.768174,2016-11-07 20:24:41.889000,2,Rancho Grande Landerwood,85,7630 N 10th Ave,HOUSE,
6622,2016-11-08 03:06:48.482939,2016-11-08 04:59:56.101000,2,Rancho Grande Landerwood,64,822 W Wagon Wheel Dr,HOUSE,
6593,2016-11-07 19:43:14.154125,2016-11-07 20:48:15.704000,2,Rancho Grande Landerwood,466,7627 N 11th Ave,HOUSE,
6605,2016-11-07 23:06:29.506362,2016-11-08 00:36:04.992000,2,Rancho Grande Landerwood,111,7709 N 11th Ave,HOUSE,
6588,2016-11-07 19:17:11.073102,2016-11-07 21:02:42.620000,2,Rancho Grande Landerwood,56,823 W Wagon Wheel Dr,HOUSE,
6589,2016-11-07 19:20:05.407714,2016-11-07 21:06:18.940000,2,Rancho Grande Landerwood,88,7625 N 10th Ave,HOUSE,
6647,2016-11-08 12:05:50.577446,2016-11-08 12:26:38.087000,2,Rancho Grande Landerwood,123,7612 N 7th Ave,HOUSE,
6629,2016-11-08 04:59:39.996038,2016-11-08 05:20:30.154000,2,Rancho Grande Landerwood,131,806 W Wagon Wheel Dr,HOUSE,
6584,2016-11-07 18:39:44.900257,2016-11-07 21:55:41.521000,2,Rancho Grande Landerwood,89,7615 N 10th Ave,HOUSE,
6627,2016-11-08 04:59:13.538561,2016-11-08 09:37:52.218000,2,Rancho Grande Landerwood,105,730 W Frier Dr,HOUSE,
6591,2016-11-07 19:31:36.585101,2016-11-07 22:01:16.190000,2,Rancho Grande Landerwood,57,815 W Wagon Wheel Dr,HOUSE,
6595,2016-11-07 20:11:33.502408,2016-11-08 00:59:42.051000,2,Rancho Grande Landerwood,72,1001 W Kaler Dr,HOUSE,
6592,2016-11-07 19:42:37.860202,2016-11-07 22:08:00.835000,2,Rancho Grande Landerwood,86,7640 N 10th Ave,HOUSE,
6616,2016-11-08 01:27:48.570233,2016-11-08 05:27:14.936000,2,Rancho Grande Landerwood,100,901 W Frier Dr,HOUSE,
6594,2016-11-07 20:08:04.397430,2016-11-07 22:16:49.472000,2,Rancho Grande Landerwood,91,922 W Kaler Dr,HOUSE,
6626,2016-11-08 04:07:34.251389,2016-11-08 05:27:21.389000,2,Rancho Grande Landerwood,107,912 W Frier Dr,HOUSE,
6597,2016-11-07 20:31:55.112813,2016-11-07 22:23:53.685000,2,Rancho Grande Landerwood,58,805 W Wagon Wheel Dr,HOUSE,
6633,2016-11-08 06:05:50.635451,2016-11-08 09:38:00.442000,2,Rancho Grande Landerwood,104,722 W Frier Dr,HOUSE,
6604,2016-11-07 22:45:26.885276,2016-11-08 01:27:51.606000,2,Rancho Grande Landerwood,99,7646 N 9th Ave,HOUSE,
6643,2016-11-08 12:02:34.433857,2016-11-08 13:32:58.655000,2,Rancho Grande Landerwood,122,7622 N 7th Ave,HOUSE,
6601,2016-11-07 22:16:54.742732,2016-11-08 01:30:01.579000,2,Rancho Grande Landerwood,95,7645 N 9th Ave,HOUSE,
6651,2016-11-08 14:01:21.524489,2016-11-08 15:23:59.474000,2,Rancho Grande Landerwood,115,7740 N 7th Ave,HOUSE,
6637,2016-11-08 06:51:13.562413,2016-11-08 10:07:40.469000,2,Rancho Grande Landerwood,125,7548 N 7th Ave,HOUSE,
6609,2016-11-08 00:12:37.226834,2016-11-08 01:41:08.696000,2,Rancho Grande Landerwood,66,910 W Wagon Wheel Dr,HOUSE,
6648,2016-11-08 12:06:01.758277,2016-11-08 13:35:13.795000,2,Rancho Grande Landerwood,121,7632 N 7th Ave,HOUSE,
6608,2016-11-08 00:10:32.405317,2016-11-08 01:43:33.609000,2,Rancho Grande Landerwood,65,902 W Wagon Wheel Dr,HOUSE,
6641,2016-11-08 09:01:21.853515,2016-11-08 11:12:33.957000,2,Rancho Grande Landerwood,78,721 W Kaler Dr,HOUSE,
6663,2016-11-08 17:46:49.124660,2016-11-08 18:29:51.012000,2,Rancho Grande Landerwood,36,901 W Vista Ave,HOUSE,
6625,2016-11-08 04:07:31.862871,2016-11-08 06:05:33.266000,2,Rancho Grande Landerwood,108,918 W Frier Dr,HOUSE,
6615,2016-11-08 01:00:51.434260,2016-11-08 02:45:06.066000,2,Rancho Grande Landerwood,74,929 W Kaler Dr,HOUSE,
6614,2016-11-08 00:38:40.486239,2016-11-08 02:45:09.734000,2,Rancho Grande Landerwood,73,939 W Kaler Dr,HOUSE,
6619,2016-11-08 01:43:28.991973,2016-11-08 03:06:41.684000,2,Rancho Grande Landerwood,67,918 W Wagon Wheel Dr,HOUSE,
6639,2016-11-08 07:53:31.742541,2016-11-08 11:13:05.880000,2,Rancho Grande Landerwood,103,718 W Frier Dr,HOUSE,
6621,2016-11-08 02:45:03.477998,2016-11-08 06:50:02.534000,2,Rancho Grande Landerwood,75,919 W Kaler Dr,HOUSE,
6640,2016-11-08 09:00:19.596080,2016-11-08 11:13:17.900000,2,Rancho Grande Landerwood,102,716 W Frier Dr,HOUSE,
6620,2016-11-08 02:44:59.619765,2016-11-08 06:50:09.500000,2,Rancho Grande Landerwood,76,909 W Kaler Dr,HOUSE,
6645,2016-11-08 12:02:44.811011,2016-11-08 13:56:45.793000,2,Rancho Grande Landerwood,120,7642 N 7th Ave,HOUSE,
6630,2016-11-08 05:20:28.793379,2016-11-08 06:50:25.782000,2,Rancho Grande Landerwood,61,800 W Wagon Wheel Dr,HOUSE,
6656,2016-11-08 15:29:04.362001,2016-11-08 16:11:07.351000,2,Rancho Grande Landerwood,117,7800 N 7th Ave,HOUSE,
6644,2016-11-08 12:02:39.887595,2016-11-08 13:57:03.433000,2,Rancho Grande Landerwood,119,7702 N 7th Ave,HOUSE,
6636,2016-11-08 06:51:06.948354,2016-11-08 11:13:42.702000,2,Rancho Grande Landerwood,59,7541 N 8th Ave,HOUSE,
6652,2016-11-08 14:01:21.547880,2016-11-08 15:26:35.569000,2,Rancho Grande Landerwood,130,7730 N 7th Ave,HOUSE,
6660,2016-11-08 16:45:50.038103,2016-11-08 17:52:49.555000,2,Rancho Grande Landerwood,46,918 W Vista Ave,HOUSE,
6642,2016-11-08 11:14:28.955517,2016-11-08 12:01:22.427000,2,Rancho Grande Landerwood,80,717 W Kaler Dr,HOUSE,
6661,2016-11-08 16:53:46.723758,2016-11-08 18:09:55.538000,2,Rancho Grande Landerwood,35,909 W Vista Ave,HOUSE,
6657,2016-11-08 15:43:35.336747,2016-11-08 16:44:57.824000,2,Rancho Grande Landerwood,45,910 W Vista Ave,HOUSE,
6653,2016-11-08 14:59:46.851939,2016-11-08 15:42:06.504000,2,Rancho Grande Landerwood,47,1002 W Vista Ave,HOUSE,
6650,2016-11-08 13:57:00.301976,2016-11-08 14:58:01.831000,2,Rancho Grande Landerwood,48,1010 W Vista Ave,HOUSE,
6662,2016-11-08 16:53:51.991369,2016-11-08 17:52:52.698000,2,Rancho Grande Landerwood,34,917 W Vista Ave,HOUSE,
6654,2016-11-08 15:03:22.614386,2016-11-08 16:01:14.670000,2,Rancho Grande Landerwood,32,1009 W Vista Ave,HOUSE,
6664,2016-11-08 17:53:00.675242,2016-11-08 18:25:20.479000,2,Rancho Grande Landerwood,129,7516 N 7th Ave,HOUSE,
6669,2016-11-08 18:34:04.148279,2016-11-08 23:01:54.388000,2,Rancho Grande Landerwood,101,714 W Frier Dr,HOUSE,
6658,2016-11-08 16:02:54.346944,2016-11-08 16:53:47.201000,2,Rancho Grande Landerwood,62,1001 W Vista Ave,HOUSE,
6571,2016-11-07 15:55:03.311487,2016-11-09 00:01:27.524000,2,Rancho Grande Landerwood,,,MAIN,
6659,2016-11-08 16:11:28.233647,2016-11-08 17:55:32.761000,2,Rancho Grande Landerwood,116,7748 N 7th Ave,HOUSE,
6667,2016-11-08 18:23:51.664294,2016-11-08 19:56:34.607000,2,Rancho Grande Landerwood,42,816 W Vista Ave,HOUSE,
6668,2016-11-08 18:27:50.043401,2016-11-08 19:57:34.352000,2,Rancho Grande Landerwood,38,815 W Vista Ave,HOUSE,
6670,2016-11-08 19:57:11.132938,2016-11-08 21:12:01.788000,2,Rancho Grande Landerwood,43,824 W Vista Ave,HOUSE,
6665,2016-11-08 17:56:00.931489,2016-11-08 18:34:02.269000,2,Rancho Grande Landerwood,114,7718 N 7th Ave,HOUSE,
6671,2016-11-08 19:58:01.311461,2016-11-08 21:13:02.906000,2,Rancho Grande Landerwood,37,823 W Vista Ave,HOUSE,
6672,2016-11-08 21:11:46.473447,2016-11-08 21:56:05.604000,2,Rancho Grande Landerwood,44,902 W Vista Ave,HOUSE,
6673,2016-11-08 21:13:58.125573,2016-11-08 22:14:41.867000,2,Rancho Grande Landerwood,39,807 W Vista Ave,HOUSE,
6674,2016-11-08 21:56:42.462912,2016-11-08 23:08:18.320000,2,Rancho Grande Landerwood,41,806 W Vista Ave,HOUSE,
6675,2016-11-08 21:56:44.760746,2016-11-08 23:08:23.920000,2,Rancho Grande Landerwood,127,7530 N 7th Ave,HOUSE,
6676,2016-11-08 23:05:37.216230,2016-11-08 23:54:02.308000,2,Rancho Grande Landerwood,124,7602 N 7th Ave,HOUSE,
6678,2016-11-10 13:40:20.926478,2016-11-10 23:59:58.286000,3,Hoffman Terrace,,,MAIN,
6666,2016-11-08 18:20:48.712318,2016-11-09 00:01:27.524000,2,Rancho Grande Landerwood,128,7524 N 7th Ave,HOUSE,
6680,2016-11-10 13:55:34.757711,2016-11-10 15:56:54.459000,3,Hoffman Terrace,133,2508 E Roma Ave,HOUSE,
6719,2016-11-10 16:54:56.220642,2016-11-10 20:18:18.843000,3,Hoffman Terrace,203,2539 E Devonshire Ave,HOUSE,
6705,2016-11-10 13:57:48.472964,2016-11-10 17:40:21.283000,3,Hoffman Terrace,214,2539 E Monterosa St,HOUSE,
6745,2016-11-10 20:29:29.800686,2016-11-10 23:56:19.245000,3,Hoffman Terrace,153,2535 E Turney Ave,HOUSE,
6706,2016-11-10 13:57:52.786283,2016-11-10 17:40:23.836000,3,Hoffman Terrace,215,2545 E Monterosa St,HOUSE,
6717,2016-11-10 16:53:39.230356,2016-11-10 20:18:22.117000,3,Hoffman Terrace,201,2529 E Devonshire Ave,HOUSE,
6694,2016-11-10 13:56:51.229960,2016-11-10 17:46:16.293000,3,Hoffman Terrace,193,2530 E Devonshire Ave,HOUSE,
6746,2016-11-10 20:48:20.689316,2016-11-10 22:31:34.943000,3,Hoffman Terrace,146,2540 E Turney Ave,HOUSE,
6711,2016-11-10 15:18:50.090556,2016-11-10 20:28:48.858000,3,Hoffman Terrace,150,2519 E Turney Ave,HOUSE,
6755,2016-11-10 23:05:30.228347,2016-11-10 23:59:58.286000,3,Hoffman Terrace,143,2545 E Roma Ave,HOUSE,
6754,2016-11-10 22:31:57.690832,2016-11-10 23:59:58.286000,3,Hoffman Terrace,142,2539 E Roma Ave,HOUSE,
6692,2016-11-10 13:56:40.711629,2016-11-10 17:48:20.069000,3,Hoffman Terrace,192,2514 E Devonshire Ave,HOUSE,
6720,2016-11-10 17:29:14.333288,2016-11-10 23:59:58.286000,3,Hoffman Terrace,141,2535 E Roma Ave,HOUSE,
6748,2016-11-10 21:16:13.323600,2016-11-10 22:33:28.265000,3,Hoffman Terrace,171,2546 E Glenrosa Ave,HOUSE,
6709,2016-11-10 15:06:30.537181,2016-11-10 17:52:14.746000,3,Hoffman Terrace,145,2522 E Turney Ave,HOUSE,
6730,2016-11-10 18:54:06.357503,2016-11-10 20:34:20.303000,3,Hoffman Terrace,188,2539 E Heatherbrae Dr,HOUSE,
6718,2016-11-10 16:54:16.875612,2016-11-10 18:01:17.282000,3,Hoffman Terrace,202,2535 E Devonshire Ave,HOUSE,
6729,2016-11-10 17:48:24.114397,2016-11-10 20:34:26.859000,3,Hoffman Terrace,183,2513 E Heatherbrae Dr,HOUSE,
6696,2016-11-10 13:57:00.473360,2016-11-10 14:54:26.317000,3,Hoffman Terrace,204,2508 E Monterosa St,HOUSE,
6781,2016-11-13 07:13:38.609741,2016-11-13 09:01:28.597000,10,Orange Valley 2,533,4825 East Mitchell Drive,HOUSE,
6733,2016-11-10 18:57:00.640465,2016-11-10 22:53:08.719000,3,Hoffman Terrace,152,2529 E Turney Ave,HOUSE,
6688,2016-11-10 13:56:06.564897,2016-11-10 18:05:57.175000,3,Hoffman Terrace,155,2514 E Montecito Ave,HOUSE,
6683,2016-11-10 13:55:46.646282,2016-11-10 15:04:40.042000,3,Hoffman Terrace,136,2501 E Roma Ave,HOUSE,
6713,2016-11-10 16:23:37.613651,2016-11-10 20:49:05.058000,3,Hoffman Terrace,140,2525 E Roma Ave,HOUSE,
6749,2016-11-10 21:16:17.900015,2016-11-10 22:56:16.676000,3,Hoffman Terrace,164,2527 E Montecito Ave,HOUSE,
6738,2016-11-10 20:15:37.167329,2016-11-10 21:01:08.611000,3,Hoffman Terrace,166,2508 E Glenrosa Ave,HOUSE,
6708,2016-11-10 14:54:37.285654,2016-11-10 18:15:02.511000,3,Hoffman Terrace,199,2519 E Devonshire Ave,HOUSE,
6704,2016-11-10 13:57:44.679270,2016-11-10 15:29:20.051000,3,Hoffman Terrace,213,2535 E Monterosa St,HOUSE,
6687,2016-11-10 13:56:02.599272,2016-11-10 15:34:04.359000,3,Hoffman Terrace,148,2501 E Turney Ave,HOUSE,
6722,2016-11-10 17:37:37.878951,2016-11-10 18:29:30.526000,3,Hoffman Terrace,178,2508 E Heatherbrae Dr,HOUSE,
6685,2016-11-10 13:55:54.603475,2016-11-10 15:47:33.199000,3,Hoffman Terrace,138,2513 E Roma Ave,HOUSE,
6679,2016-11-10 13:55:30.577162,2016-11-10 15:56:50.746000,3,Hoffman Terrace,132,2501 E Campbell Ave,HOUSE,
6728,2016-11-10 17:46:27.816097,2016-11-10 21:11:26.936000,3,Hoffman Terrace,194,2536 E Devonshire Ave,HOUSE,
6681,2016-11-10 13:55:38.504128,2016-11-10 15:57:00.263000,3,Hoffman Terrace,134,2520 E Roma Ave,HOUSE,
6715,2016-11-10 16:28:19.029183,2016-11-10 18:44:04.098000,3,Hoffman Terrace,208,2546 E Monterosa St,HOUSE,
